;expert;test;alternative;alcohol;chlorides;citric.acid;density;fixed.acidity;free.sulfur.dioxide;pH;residual.sugar;sulphates;total.sulfur.dioxide;volatile.acidity;choice
18611;388;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
18612;388;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
18613;388;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18614;388;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;1
18615;388;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
18616;388;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18617;388;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;1
18618;388;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
18619;388;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
18620;388;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
18621;388;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;1
18622;388;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
18623;388;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18624;388;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18625;389;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;1
18626;389;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
18627;389;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
18628;389;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
18629;389;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
18630;389;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;1
18631;389;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
18632;389;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18633;389;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
18634;389;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18635;389;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18636;389;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
18637;389;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;0
18638;389;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18639;389;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;1
18640;389;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
18641;389;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
18642;389;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
18643;389;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;1
18644;389;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18645;389;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
18646;389;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18647;389;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;0
18648;389;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;1
18649;389;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;1
18650;389;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
18651;389;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
18652;389;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
18653;389;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;1
18654;389;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
18655;389;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18656;389;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
18657;389;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
18658;389;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
18659;389;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;1
18660;389;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
18661;389;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18662;389;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;1
18663;389;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;0
18664;389;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18665;389;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
18666;389;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;1
18667;389;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
18668;389;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
18669;389;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
18670;389;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;1
18671;389;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18672;389;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18673;390;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;1
18674;390;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
18675;390;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
18676;390;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
18677;390;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;1
18678;390;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
18679;390;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
18680;390;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18681;390;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
18682;390;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18683;390;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18684;390;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
18685;390;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
18686;390;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18687;390;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18688;390;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
18689;390;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;1
18690;390;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
18691;390;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
18692;390;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18693;390;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
18694;390;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18695;390;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
18696;390;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18697;390;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
18698;390;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
18699;390;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
18700;390;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;1
18701;390;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;1
18702;390;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
18703;390;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18704;390;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
18705;390;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
18706;390;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
18707;390;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;1
18708;390;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
18709;390;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18710;390;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
18711;390;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;1
18712;390;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18713;390;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
18714;390;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
18715;390;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;1
18716;390;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
18717;390;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;1
18718;390;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
18719;390;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18720;390;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18721;391;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
18722;391;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
18723;391;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;1
18724;391;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
18725;391;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
18726;391;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
18727;391;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;1
18728;391;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18729;391;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
18730;391;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18731;391;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18732;391;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
18733;391;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
18734;391;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18735;391;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18736;391;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
18737;391;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;1
18738;391;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
18739;391;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
18740;391;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18741;391;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
18742;391;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18743;391;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
18744;391;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18745;391;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;1
18746;391;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
18747;391;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
18748;391;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
18749;391;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
18750;391;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
18751;391;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18752;391;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;1
18753;391;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
18754;391;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;1
18755;391;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
18756;391;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
18757;391;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18758;391;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
18759;391;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;1
18760;391;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18761;391;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
18762;391;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
18763;391;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
18764;391;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;1
18765;391;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
18766;391;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
18767;391;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;1
18768;391;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18769;392;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
18770;392;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
18771;392;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
18772;392;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;1
18773;392;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
18774;392;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;1
18775;392;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
18776;392;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18777;392;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;1
18778;392;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18779;392;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18780;392;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;0
18781;392;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
18782;392;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18783;392;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18784;392;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
18785;392;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
18786;392;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;1
18787;392;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;0
18788;392;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18789;392;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
18790;392;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18791;392;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
18792;392;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18793;392;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
18794;392;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;1
18795;392;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;0
18796;392;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
18797;392;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
18798;392;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
18799;392;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;1
18800;392;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;0
18801;392;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;0
18802;392;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
18803;392;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
18804;392;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;1
18805;392;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18806;392;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
18807;392;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;1
18808;392;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18809;392;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
18810;392;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;0
18811;392;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
18812;392;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;1
18813;392;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
18814;392;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
18815;392;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;1
18816;392;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18817;393;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
18818;393;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;0
18819;393;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;1
18820;393;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
18821;393;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;1
18822;393;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;0
18823;393;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
18824;393;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18825;393;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;0
18826;393;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18827;393;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18828;393;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;1
18829;393;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
18830;393;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18831;393;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18832;393;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
18833;393;5;1;9.8;0.075;0.56;0.998;11.2;17;3.16;1.9;0.58;60;0.28;0
18834;393;5;2;9.2;0.341;0.51;0.9969;7.9;17;3.04;1.8;1.08;56;0.32;0
18835;393;5;3;9.8;0.098;0;0.9968;7.8;25;3.2;2.6;0.68;67;0.88;1
18836;393;5;4;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18837;393;6;1;9.9;0.089;0;0.9943;5.6;16;3.58;1.6;0.52;59;0.615;0
18838;393;6;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18839;393;6;3;10.3;0.069;0.22;0.9968;8.1;9;3.3;2.2;1.2;23;0.66;1
18840;393;6;4;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18841;393;7;1;10.6;0.105;0;0.9966;6.9;22;3.46;2.5;0.57;37;0.685;0
18842;393;7;2;9.4;0.075;0;0.9978;7.4;13;3.51;1.8;0.56;40;0.66;0
18843;393;7;3;9.2;0.176;0.18;0.9986;8.9;52;3.16;3.8;0.88;145;0.62;1
18844;393;7;4;9.2;0.114;0.43;0.997;7.7;22;3.25;2.2;0.73;114;0.935;0
18845;393;8;1;13.1;0.054;0.15;0.9934;4.6;8;3.9;2.1;0.56;65;0.52;0
18846;393;8;2;9.4;0.08;0;0.9972;7.1;14;3.47;1.9;0.55;35;0.71;0
18847;393;8;3;9.5;0.106;0.21;0.9966;7.9;10;3.17;1.6;0.91;37;0.43;0
18848;393;8;4;9.2;0.17;0.19;0.9986;8.9;51;3.17;3.9;0.93;148;0.62;1
18849;393;9;1;9.5;0.08;0.24;0.9962;7.6;4;3.28;1.8;0.59;11;0.41;1
18850;393;9;2;9.6;0.086;0;0.9986;7.8;5;3.4;5.5;0.55;18;0.645;0
18851;393;9;3;9.5;0.113;0.52;0.9969;8.7;12;3.25;1.6;0.58;37;0.29;0
18852;393;9;4;9.2;0.103;0.25;0.9957;5.2;13;3.38;1.8;0.55;50;0.32;0
18853;393;10;1;9.7;0.085;0.14;0.9968;6.9;21;3.43;2.4;0.63;40;0.4;0
18854;393;10;2;9;0.086;0.08;0.9974;7.4;6;3.38;4.4;0.5;29;0.59;0
18855;393;10;3;9.4;0.084;0.11;0.9968;8.5;9;3.17;2.3;0.53;67;0.49;1
18856;393;10;4;9.2;0.097;0.08;0.9959;6.7;15;3.28;1.8;0.54;65;0.58;0
18857;393;11;1;9.3;0.088;0.3;0.9976;8.8;17;3.26;2.8;0.51;46;0.61;0
18858;393;11;2;9.8;0.092;0.04;0.997;7.8;15;3.26;2.3;0.65;54;0.76;1
18859;393;11;3;9.7;0.082;0.31;0.9982;7.6;23;3.52;2.3;0.65;71;0.39;0
18860;393;11;4;9.3;0.368;0.28;0.9968;8.1;16;3.11;1.7;1.28;56;0.56;0
18861;393;12;1;9.5;0.05;0.02;0.9962;6.8;5;3.48;1.8;0.52;11;0.67;0
18862;393;12;2;9.4;0.077;0.48;0.9968;8.9;29;3.39;1.8;0.53;60;0.22;0
18863;393;12;3;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;1
18864;393;12;4;10.1;0.089;0.07;0.9958;6.7;17;3.35;2.4;0.54;82;0.675;0
18865;394;1;1;9.3;0.08;0.16;0.9955;6.3;11;3.34;1.4;0.56;23;0.39;0
18866;394;1;2;10.8;0.086;0.14;0.9975;7.8;3;3.42;2.4;0.6;15;0.6;1
18867;394;1;3;9.8;0.082;0;0.9964;7.8;8;3.38;2;0.59;16;0.645;0
18868;394;1;4;9.8;0.172;0.09;0.994;5.7;7;3.5;1.5;0.48;19;1.13;0
18869;394;2;1;10.5;0.092;0.56;0.9969;8.5;35;3.3;1.8;0.75;103;0.28;0
18870;394;2;2;9.7;0.066;0.28;0.9968;8.1;13;3.23;2.1;0.73;30;0.38;1
18871;394;2;3;10;0.065;0;0.9946;7.3;15;3.39;1.2;0.47;21;0.65;0
18872;394;2;4;9.8;0.083;0.12;0.9966;8.3;15;3.17;2.3;0.66;113;0.655;0
18873;394;3;1;9.4;0.069;0.06;0.9964;7.9;15;3.3;1.6;0.46;59;0.6;1
18874;394;3;2;9.4;0.076;0;0.9978;7.4;11;3.51;1.9;0.56;34;0.7;0
18875;394;3;3;9.4;0.073;0.12;0.9993;6.9;40;3.45;10.7;0.52;83;0.605;0
18876;394;3;4;9.1;0.114;0.29;0.9974;7.8;9;3.26;1.6;1.56;29;0.61;0
18877;394;4;1;10.5;0.332;0.2;0.9968;7.5;8;3.21;2.6;0.9;14;0.49;1
18878;394;4;2;10.5;0.071;0.36;0.9978;7.5;17;3.35;6.1;0.8;102;0.5;0
18879;394;4;3;10.5;0.074;0.36;0.9978;7.3;12;3.33;5.9;0.83;87;0.45;0
18880;394;4;4;9.5;0.073;0.02;0.9968;7.8;9;3.36;2;0.57;18;0.58;0
